epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
3,2382,0.7494269340974212,0.8829512893982808,0.9150429799426935,0.9425501432664757,0.7494269340974212,0.7269102196752627,0.30706781279847184,0.8734598853868195,0.19223495702005733,0.9080706781279847,0.09951289398280802,0.9376432664756447,0.8214283440214651,0.847272975848334,0.8176278164601488,0.6845272206303725,0.8415472779369627,0.8829512893982808,0.921919770773639,0.6845272206303725,0.6636938872970392,0.29111747851002867,0.8299665711556828,0.18492836676217767,0.8744627507163324,0.09706303724928367,0.9154966571155682,0.770752831218447,0.8029309986717444,0.7667501485879845
3,-1,0.7532951289398281,0.8858166189111748,0.9164756446991404,0.9425501432664757,0.7532951289398281,0.7303247373447945,0.3078796561604584,0.8759431709646609,0.1922063037249284,0.9087750716332378,0.09955587392550144,0.9379178605539636,0.8241229476508826,0.8491995171552658,0.8200158995158046,0.6868194842406877,0.8416905444126075,0.8803724928366762,0.9239255014326647,0.6868194842406877,0.6658667621776504,0.2909264565425024,0.8300740210124163,0.184297994269341,0.8718720152817573,0.09722063037249284,0.9171680993314232,0.7720502455996723,0.8041101569936678,0.7677532015104689
4,1191,0.7511461318051575,0.8849570200573066,0.9154727793696275,0.9409742120343839,0.7511461318051575,0.7282234957020057,0.30730659025787965,0.8751432664756447,0.19217765042979945,0.9083333333333332,0.09932664756446992,0.93597182425979,0.8227787442579689,0.8477996333772112,0.8189647311916408,0.6862464183381088,0.8386819484240687,0.8816618911174785,0.9223495702005731,0.6862464183381088,0.6655324737344793,0.29016236867239736,0.8271848137535817,0.1846704871060172,0.873233046800382,0.09704871060171921,0.915460840496657,0.7703486150907339,0.8024877617046569,0.7663231167963824
4,2382,0.7507163323782235,0.883810888252149,0.9159025787965616,0.9418338108882521,0.7507163323782235,0.7280085959885387,0.3072588347659981,0.8742120343839541,0.19246418338108884,0.9088586437440305,0.09944126074498567,0.9368314231136582,0.8223030654477621,0.8477028096473787,0.8184681072372652,0.683810888252149,0.8385386819484241,0.8800859598853868,0.920487106017192,0.683810888252149,0.6628581661891118,0.28982808022922635,0.8265520534861509,0.184297994269341,0.871191499522445,0.09694842406876791,0.9141475644699141,0.7691525674262052,0.8011665115430814,0.7648552815614363
4,-1,0.7563037249283667,0.8855300859598854,0.9171919770773639,0.9424068767908309,0.7563037249283667,0.7337870105062083,0.30759312320916904,0.875549188156638,0.19260744985673353,0.9101122254059216,0.09954154727793697,0.9376671442215854,0.8260032064401681,0.850717167150424,0.8221791127505411,0.6846704871060172,0.8399713467048711,0.8818051575931232,0.9193409742120344,0.6846704871060172,0.6636222540592169,0.2904011461318052,0.8280921680993314,0.1844699140401146,0.8726719197707736,0.09683381088825216,0.9129297994269341,0.7694918588256685,0.8011865928419015,0.7653350173061618
5,1191,0.7538681948424069,0.8835243553008596,0.9167621776504298,0.9411174785100287,0.7538681948424069,0.7316380133715378,0.30702005730659027,0.8735912129894937,0.19266475644699144,0.9097659980897802,0.0993839541547278,0.9362106017191977,0.8240663801337132,0.848954848445226,0.8204461146433473,0.6856733524355301,0.8415472779369627,0.8846704871060171,0.9207736389684814,0.6856733524355301,0.664266953199618,0.2910219675262655,0.8296561604584527,0.18518624641833809,0.8758834765998089,0.09702005730659026,0.914601241642789,0.7716239141310767,0.8031291268066353,0.7671012520891892
5,2382,0.7544412607449856,0.885243553008596,0.9179083094555874,0.9424068767908309,0.7544412607449856,0.7319245463228272,0.30735434574976117,0.8749164278892072,0.19263610315186244,0.910458452722063,0.09959885386819485,0.9380730659025788,0.8251378655569178,0.8500808097309575,0.8210552227107134,0.6851002865329513,0.8405444126074498,0.882808022922636,0.9229226361031518,0.6851002865329513,0.6638610315186246,0.2910219675262655,0.8294412607449857,0.18492836676217764,0.8740807067812799,0.09723495702005731,0.9167741165234001,0.7708157661345338,0.8030781390885429,0.7663649804805327
5,-1,0.7517191977077364,0.8833810888252149,0.9167621776504298,0.9416905444126075,0.7517191977077364,0.7292741165234001,0.30687679083094554,0.8733166189111747,0.19252148997134674,0.9093003820439349,0.09949856733524355,0.9371776504297994,0.8230004661845609,0.8482835565270824,0.8191313045506784,0.6828080229226361,0.83810888252149,0.8820916905444126,0.9199140401146132,0.6828080229226361,0.6615926456542502,0.29011461318051573,0.8269340974212034,0.18464183381088825,0.8733046800382043,0.09694842406876791,0.9137058261700095,0.7691232319097643,0.8012056055003356,0.7649973298472799
6,1191,0.7538681948424069,0.8816618911174785,0.9167621776504298,0.9415472779369628,0.7538681948424069,0.7316380133715378,0.3060649474689589,0.8714422158548232,0.19249283667621775,0.9095988538681948,0.09944126074498569,0.9367120343839541,0.8240888365852526,0.8491047156956567,0.8204134220584854,0.6891117478510028,0.8434097421203438,0.8826647564469914,0.9214899713467049,0.6891117478510028,0.6677053486150908,0.29183381088825217,0.8320319961795606,0.18481375358166188,0.8737941738299906,0.09707736389684814,0.9151623686723974,0.7735501660071854,0.8047321916231936,0.7690502798192267
6,2382,0.7541547277936963,0.8853868194842407,0.9173352435530086,0.9422636103151862,0.7541547277936963,0.7317335243553008,0.30740210124164274,0.8753939828080229,0.19277936962750716,0.9102913085004777,0.09954154727793696,0.9374880611270295,0.8248400759539698,0.8499035744215614,0.8211508622208032,0.6876790830945558,0.8416905444126075,0.8839541547277937,0.92378223495702,0.6876790830945558,0.6667144221585481,0.29126074498567334,0.8302172874880611,0.18512893982808024,0.8753104106972301,0.09732091690544413,0.9174307545367716,0.7728981898394499,0.8049566736287117,0.7685985165962628
6,-1,0.7545845272206304,0.8856733524355301,0.9171919770773639,0.9418338108882521,0.7545845272206304,0.7321633237822349,0.30764087870105056,0.8756924546322826,0.1927793696275072,0.9102674307545369,0.09951289398280802,0.9372373447946513,0.8249189293673513,0.8499044799014913,0.8212281328513886,0.6861031518624642,0.8405444126074498,0.8842406876790831,0.9230659025787966,0.6861031518624642,0.6644102196752627,0.2909264565425024,0.8293218720152816,0.18518624641833809,0.8751790830945558,0.09726361031518627,0.9170009551098377,0.7711846204575409,0.8033713690877006,0.766689127669126
7,1191,0.7554441260744985,0.8849570200573066,0.9166189111747851,0.9416905444126075,0.7554441260744985,0.7329035339063992,0.3072588347659981,0.8745821394460364,0.19243553008595987,0.9091451766953199,0.09945558739255014,0.9368672397325692,0.8253299677081889,0.8499706096500497,0.8214537919484921,0.6861031518624642,0.8405444126074498,0.8832378223495702,0.9207736389684814,0.6861031518624642,0.6653533906399235,0.29078319006685766,0.8289756446991404,0.18481375358166188,0.8739374403056351,0.09697707736389687,0.9144221585482329,0.7710974098330815,0.8029091538601585,0.7671373802353427
7,2382,0.7512893982808023,0.8843839541547278,0.9153295128939828,0.9418338108882521,0.7512893982808023,0.7288443170964661,0.30692454632282706,0.8738658070678128,0.19229226361031515,0.9081781279847182,0.0994842406876791,0.9371298949379178,0.8230355437303833,0.8483577373185166,0.8192578339652502,0.6865329512893983,0.8418338108882522,0.8849570200573066,0.9240687679083095,0.6865329512893983,0.6655205348615092,0.2912129894937918,0.830121776504298,0.1852722063037249,0.8758357211079275,0.0973352435530086,0.9174904489016237,0.7722279642516018,0.804434626046082,0.7679075965532748
7,-1,0.7538681948424069,0.8851002865329513,0.9169054441260746,0.9416905444126075,0.7538681948424069,0.7313514804202484,0.30735434574976117,0.874844794651385,0.19263610315186247,0.9096704871060172,0.09942693409742122,0.9367956064947468,0.824659628416789,0.8495017560805888,0.8209384754449676,0.6901146131805158,0.8441260744985674,0.8876790830945559,0.9265042979942694,0.6901146131805158,0.6687679083094555,0.29231136580706785,0.8328319006685768,0.18584527220630373,0.8787368672397325,0.09759312320916906,0.920093123209169,0.7753418497293846,0.8073610897423867,0.770746876299547
8,1191,0.7541547277936963,0.885243553008596,0.9159025787965616,0.9419770773638968,0.7541547277936963,0.7315902578796561,0.30764087870105056,0.8751313276026743,0.19234957020057306,0.908595988538682,0.09945558739255014,0.9369030563514804,0.824533872288168,0.8494588216838755,0.8208761388444249,0.688538681948424,0.842836676217765,0.8859598853868195,0.9240687679083095,0.688538681948424,0.6672397325692455,0.29169054441260744,0.8313276026743075,0.18541547277936962,0.8768982808022923,0.09733524355300861,0.9177411652340018,0.773784736435165,0.8055907653597437,0.7693306287640712
8,2382,0.7565902578796562,0.8855300859598854,0.9164756446991404,0.9421203438395416,0.7565902578796562,0.7340019102196753,0.30735434574976117,0.8747134670487106,0.19249283667621778,0.90914517669532,0.09949856733524355,0.9372612225405921,0.8263489789421,0.8508176928619409,0.8224795455849655,0.6905444126074498,0.8444126074498567,0.8861031518624641,0.9246418338108883,0.6905444126074498,0.6690305635148043,0.29221585482330464,0.8330109837631327,0.18553008595988538,0.8770415472779369,0.09742120343839542,0.9184574976122254,0.7750296766270963,0.8066828951255846,0.7705312920926735
8,-1,0.7550143266475645,0.8849570200573066,0.9159025787965616,0.9425501432664757,0.7550143266475645,0.7326647564469914,0.30730659025787965,0.8745343839541547,0.19246418338108884,0.908906399235912,0.09952722063037252,0.9375358166189112,0.8251953995542799,0.8501250836686866,0.8214838907312552,0.6892550143266476,0.8448424068767908,0.8858166189111748,0.9240687679083095,0.6892550143266476,0.6680276981852914,0.2923113658070678,0.8335362941738299,0.18564469914040113,0.8773042024832856,0.09734957020057307,0.917776981852913,0.774549222267703,0.8063168268492108,0.7703252329371626
9,1191,0.7563037249283667,0.8846704871060171,0.9170487106017192,0.9422636103151862,0.7563037249283667,0.7338825214899714,0.30725883476599813,0.8742717287488062,0.19266475644699144,0.9099331423113659,0.09951289398280805,0.9374522445081184,0.825711954791465,0.8504966840913237,0.8220610609607166,0.6921203438395416,0.8446991404011461,0.8872492836676218,0.9255014326647565,0.6921203438395416,0.6709885386819484,0.2921680993314231,0.8330587392550143,0.18595988538681948,0.8788323782234957,0.09749283667621776,0.9191977077363896,0.7765816732614709,0.8081634301212524,0.77225157525181
9,2382,0.7571633237822349,0.8849570200573066,0.9163323782234957,0.9431232091690545,0.7571633237822349,0.7348137535816619,0.30735434574976117,0.8745821394460364,0.1925214899713467,0.9091690544412607,0.09958452722063038,0.9381088825214899,0.8264223745849794,0.8511437497006362,0.8226664836442356,0.6901146131805158,0.8439828080229226,0.8863896848137536,0.9242120343839542,0.6901146131805158,0.669054441260745,0.29192932187201526,0.8322468958930277,0.18558739255014328,0.8773280802292264,0.09734957020057307,0.9178008595988538,0.7750476986401048,0.8066206172501218,0.7706833765696784
9,-1,0.7570200573065903,0.8851002865329513,0.9160458452722063,0.9435530085959886,0.7570200573065903,0.7346704871060172,0.3073543457497612,0.8746776504297994,0.19246418338108884,0.9088825214899714,0.09964183381088826,0.9386103151862464,0.8263523900486629,0.8512165235431534,0.8225679586028147,0.6902578796561605,0.8438395415472779,0.8875358166189111,0.92378223495702,0.6902578796561605,0.6691977077363896,0.2918815663801337,0.8321036294173829,0.18593123209169057,0.8788323782234957,0.09729226361031519,0.9172516714422159,0.7751873266020821,0.806648044907155,0.7709210827922998
